platform,set,component,tags,description,use1_title,use1_detect,use1_decide,use1_do,use1_image_url,use2_title,use2_detect,use2_decide,use2_do,use2_image_url,parts,component_image_url,code1_label,code1,code2_label,code2,code3_label,code3,note,wiring,wiring_image_url,quick_reference,github_url
"micro:bit","","micro:bit Buttons","Detect, Press","The micro:bit has two buttons, A and B, that your code can react to when they are pressed.
They are built into the board, so there is nothing to wire up. Button A is on the left and Button B is on the right.
Your projects can use the buttons to choose options, control characters, or trigger actions.","Yes / no quiz","Which button is pressed","Answer is A or B","Show a tick or cross","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/buttons/yes-no-quiz.png","Jumping game","Button A is pressed","Player wants to jump","Make the sprite jump","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/buttons/jumping-game.png","Button A: Left button; Button B: Right button; A + B: Press both together","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

while True:
    if button_a.was_pressed():
        display.show(""A"")
    if button_b.was_pressed():
        display.show(""B"")","JavaScript","input.onButtonPressed(Button.A, function () {
    basic.showString(""A"")
})
input.onButtonPressed(Button.B, function () {
    basic.showString(""B"")
})","","","Use is_pressed() to check if a button is held down right now, or was_pressed() to catch a press that already happened.","","","button_a, button_b: The two named buttons; is_pressed(): True while the button is held down; was_pressed(): True once after a press; Built in: No wiring needed — both buttons are on the board","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/buttons/microbit-buttons.html"
"micro:bit","","micro:bit Capacitive Touch","Detect, Touch","The micro:bit V2 has a touch-sensitive logo at the top that senses your finger.
Capacitive touch reacts to the tiny electrical change your skin makes, just like a phone screen.
Pins 0, 1, and 2 can also be set up to sense touch.","Secret reveal","The logo is touched","Someone touched it","Show a hidden message","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/capacitive-touch/secret-reveal.png","Touch piano","A pin is touched","Which pin it was","Play that note","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/capacitive-touch/touch-piano.png","Logo (V2): Touch sensor; Pins 0,1,2: Touch inputs; Capacitive: Senses skin","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

while True:
    if pin_logo.is_touched():
        display.show(Image.YES)","JavaScript","input.onLogoEvent(TouchButtonEvent.Touched, function () {
    basic.showIcon(IconNames.Yes)
})","","","pin_logo.is_touched() works on the micro:bit V2. For pins, set the mode first, e.g. pin0.set_touch_mode(pin0.CAPACITIVE) .","","","pin_logo.is_touched(): V2 logo touch; pin0 pin1 pin2: Touch-capable pins; set_touch_mode(CAPACITIVE): Sense skin, not wires; Logo touch: V2 only","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/capacitive-touch/microbit-capacitive-touch.html"
"micro:bit","","micro:bit Edge Connector Pins","Connect, Detect / Do","The gold edge connector pins let your micro:bit talk to extra circuits and parts.
Some pins can read sensors, buttons, or dials. Pins can also turn things on and off.
Use the pins with LEDs, buzzers, motors, sensors, and your own strange inventions.","External LED","Button A is pressed","Light should turn on","Send power to a pin","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/edge-connector-pins/external-led.png","Grumpy desk plant","Sensor value changes","Plant is thirsty","Show a warning face","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/edge-connector-pins/analog-sensor.png","P0 P1 P2: Large touch pins; 3V + GND: Power for circuits; Analog: Read changing values","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/edge-connector-pins/edge-pins.png","MicroPython","from microbit import *

while True:
    pin0.write_digital(button_a.is_pressed())

    if pin1.read_analog() > 600:
        display.show(Image.YES)","JavaScript","basic.forever(function () {
    if (input.buttonIsPressed(Button.A)) {
        pins.digitalWritePin(DigitalPin.P0, 1)
    } else {
        pins.digitalWritePin(DigitalPin.P0, 0)
    }

    if (pins.analogReadPin(AnalogPin.P1) > 600) {
        basic.showIcon(IconNames.Yes)
    }
})","","","Always connect GND too. Use write_digital() for on/off parts and read_analog() for sensors that give changing values.","","","pin0, pin1, pin2: The big edge connector pins; write_digital(1): Turn a pin on; read_analog(): Read a value from 0 to 1023; 3V + GND: Power and return path","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/edge-connector-pins/microbit-edge-connector-pins.html"
"micro:bit","","micro:bit I2C","Connect, Data","I2C lets your micro:bit talk to smart modules using two data wires.
Lots of sensors and small displays use I2C. Each device has an address.
Use I2C when a module needs more than simple on/off pin control.","Tiny display","Value changes","What to show","Update the screen","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/i2c/oled-display.png","Desk weather station","Sensor sends data","Desk weather mood","Show an icon","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/i2c/environment-sensor.png","SDA: Data wire; SCL: Clock wire; Address: Device number","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/i2c/i2c-module.png","MicroPython","from microbit import *

devices = i2c.scan()
display.show(len(devices))

if devices:
    display.show(Image.YES)","JavaScript","let value = pins.i2cReadNumber(32, NumberFormat.UInt8BE)
basic.showNumber(value)","","","i2c.scan() is a handy first test in MicroPython. Check your module's address and voltage before sending commands.","","","i2c.scan(): Find connected I2C devices; SDA + SCL: The two I2C data wires; Address: The device you are talking to; 3V + GND: Power for the module","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/i2c/microbit-i2c.html"
"micro:bit","","LDR","Detect, Level","An LDR is a light sensor that tells your project how bright or dark it is.
LDR stands for light dependent resistor. Its resistance changes when more or less light falls on the sensor face.
With a micro:bit, you read the LDR on an analog pin to get a light level.","Automatic night light","Pin light reading","Room is dark","Turn on a light","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/ldr/automatic-night-light.png","Greenhouse grow light","Plant light level","Plants are too shaded","Turn on a grow light","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/ldr/greenhouse-grow-light.png","Sensor face: Detects light; Track: Changes resistance; Legs: Connect to circuit","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/ldr/ldr.png","MicroPython","from microbit import *

while True:
    brightness = pin0.read_analog()
    display.scroll(brightness)","JavaScript","basic.forever(function () {
    let brightness = pins.analogReadPin(AnalogPin.P0)
    basic.showNumber(brightness)
})","","","pin0.read_analog() returns a value from 0 to 1023. Use brightness in your Decide code to react to light or dark.","3V → LDR → P0 | P0 → 10k resistor → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/ldr/microbit-ldr.html"
"micro:bit","","LED","Do, Light","An LED is a tiny light that your code can switch on, switch off, or blink.
LED stands for light-emitting diode. It glows when electricity flows the right way through it, so the long leg and short leg matter.
With a micro:bit, you connect an LED to a pin and switch it on and off in your code.","Mini traffic light","Timer reaches stop point","Cars must stop now","Turn on red LED","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/led/mini-traffic-light.png","Motion sensor light","Movement near the sensor","Someone has arrived","Turn on the LED","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/led/motion-sensor-light.png","Anode: Long leg; Cathode: Short leg; Resistor: Protects LED","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/led/led.png","MicroPython","from microbit import *

pin0.write_digital(1)
sleep(500)
pin0.write_digital(0)","JavaScript","pins.digitalWritePin(DigitalPin.P0, 1)
basic.pause(500)
pins.digitalWritePin(DigitalPin.P0, 0)","","","Use pin0.write_digital(1) to turn the LED on and pin0.write_digital(0) to turn it off.","P0 → resistor → LED + (long leg) | LED − (short leg) → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/led/microbit-led.html"
"micro:bit","","micro:bit Light Sensor","Detect, Level","The micro:bit can sense light using its LED display as a light sensor.
It gives a light level from 0 (dark) up to 255 (bright).
Your projects can react to daylight, shadows, or a torch shining on the screen.","Night light","Room light level","The room is dark","Light up the display","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/light-sensor/night-light.png","Shadow alarm","Light level","A shadow falls over it","Play a sound","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/light-sensor/shadow-alarm.png","LED display: Senses light; Range: 0 to 255; No extra parts: Built in","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

while True:
    level = display.read_light_level()
    display.scroll(level)","JavaScript","basic.forever(function () {
    let level = input.lightLevel()
    basic.showNumber(level)
})","","","Use display.read_light_level() to briefly use the LEDs to measure light and return a value from 0 to 255. Point the front of the micro:bit at the light.","","","read_light_level(): Light level 0 to 255; 0 = dark: 255 = bright; Uses the display: The 25 LEDs sense the light; Built in: No wiring needed","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/light-sensor/microbit-light-sensor.html"
"micro:bit","","Line Sensor","Detect, Surface","A line sensor shines infrared light down and measures how much bounces back.
A dark line reflects little light and a pale surface reflects a lot, so the sensor can tell them apart.
With a micro:bit, you read the sensor on a pin to follow lines or spot edges.","Line-following buggy","Surface under the sensor","On the line or off it","Steer back to the line","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/line-sensor/line-following-buggy.png","Edge stopper","Surface ahead","Table edge reached","Stop the motors","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/line-sensor/edge-stopper.png","IR LED: Shines light; Detector: Reads reflection; OUT: To a pin","","MicroPython","from microbit import *

while True:
    on_line = pin0.read_digital()
    display.scroll(on_line)","JavaScript","basic.forever(function () {
    let onLine = pins.digitalReadPin(DigitalPin.P0)
    basic.showNumber(onLine)
})","","","Most modules output digital (1 and 0 for line and no line). Some have an analog output — read it with read_analog() instead. Adjust the module's sensitivity screw.","VCC → 3V | OUT → P0 | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/line-sensor/microbit-line-sensor.html"
"micro:bit","","micro:bit Magnetometer","Detect, Direction","The magnetometer measures magnetic fields, which lets the micro:bit work as a compass.
It can tell you the heading in degrees, where 0 means north.
It also senses strong magnets that are held nearby.","Digital compass","The compass heading","Which way is north","Point an arrow north","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/magnetometer/digital-compass.png","Magnet detector","Magnetic field strength","A magnet is close","Light the display","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/magnetometer/magnet-detector.png","Heading: 0 to 359°; Compass: 0 is north; Calibrate: Tilt to start","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

compass.calibrate()
while True:
    heading = compass.heading()
    display.scroll(heading)","JavaScript","basic.forever(function () {
    let heading = input.compassHeading()
    basic.showNumber(heading)
})","","","Call compass.calibrate() first and tilt the micro:bit to fill the screen. compass.heading() returns 0 to 359 degrees.","","","compass.heading(): Direction 0 to 359°; compass.calibrate(): Do this first; get_field_strength(): How strong the field is; 0° = north: Built in","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/magnetometer/microbit-magnetometer.html"
"micro:bit","","micro:bit LED Matrix","Do, Light","The micro:bit has a 5×5 grid of 25 red LEDs on the front, called the display.
Your code can show numbers, letters, pictures, or scroll messages across it.
Each LED can be set to a brightness from 0 (off) to 9 (brightest).","Mood badge","A button is pressed","Which mood to show","Show a happy or sad face","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/matrix/mood-badge.png","Dice roll","The micro:bit is shaken","Pick a number 1 to 6","Show the number","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/matrix/dice-roll.png","25 LEDs: Red lights; 5 × 5 grid: Rows and columns; Brightness: 0 to 9","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

display.show(Image.HEART)
sleep(1000)
display.scroll(""Hi!"")","JavaScript","basic.showIcon(IconNames.Heart)
basic.pause(1000)
basic.showString(""Hi!"")","","","Use set_pixel(x, y, b) to light one LED, where x and y are 0 to 4 and b is the brightness 0 to 9.","","","display.show(Image.HEART): Show a built-in picture; display.scroll(""Hi!""): Scroll text across the grid; set_pixel(x, y, 0-9): Light a single LED; 25 LEDs: A 5 × 5 grid, brightness 0–9","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/matrix/microbit-matrix.html"
"micro:bit","","Motor Driver","Do, Motor","A motor driver board lets your micro:bit control motors that need more power than a pin can supply.
The micro:bit sends low-power signals and the driver switches the larger motor current from its own battery.
With a micro:bit, you set direction with digital pins and speed with a PWM (analog) pin.","Robot buggy","Start button pressed","Time to move","Drive the motors forward","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/motor-driver/robot-buggy.png","Spinning display","Timer tick","Turntable should turn","Run the motor","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/motor-driver/spinning-display.png","IN1, IN2: Direction; Motor A/B: To the motors; VM: Motor power in; GND: Shared ground","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/motor-driver/motor-controller.png","MicroPython","from microbit import *

# motor forward at about 70% speed
pin0.write_analog(700)
pin1.write_digital(0)","JavaScript","// motor forward at about 70% speed
pins.analogWritePin(AnalogPin.P0, 700)
pins.digitalWritePin(DigitalPin.P1, 0)","","","Power the motors from the driver board's own battery, never from the micro:bit. Many driver boards have a MakeCode extension with ready-made motor blocks. Use pin0.write_analog() to set the motor speed.","P0 → IN1 (PWM) | P1 → IN2 | battery → VM | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/motor-driver/microbit-motor-driver.html"
"micro:bit","","micro:bit NeoPixel","Do, Light","NeoPixels are colourful LEDs that your micro:bit can control one at a time.
A strip or ring uses one data pin, plus power and ground.
Use them for status lights, glowing signs, rainbow effects, or wearable sparkle.","Rainbow light","Button A is pressed","Next colour pattern","Update the LEDs","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/neopixel/rainbow-light.png","Tiny disco badge","micro:bit is shaken","Party mode begins","Flash rainbow pixels","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/neopixel/wearable-badge.png","DIN: Data input pin; RGB: Red, green, blue; Power: Check voltage first","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/neopixel/neopixel-strip.png","MicroPython","from microbit import *
import neopixel

strip = neopixel.NeoPixel(pin0, 8)

strip[0] = (255, 0, 0)
strip[1] = (0, 255, 0)
strip[2] = (0, 0, 255)
strip.show()","JavaScript","let strip = neopixel.create(DigitalPin.P0, 8, NeoPixelMode.RGB)

strip.setPixelColor(0, neopixel.colors(NeoPixelColors.Red))
strip.setPixelColor(1, neopixel.colors(NeoPixelColors.Green))
strip.setPixelColor(2, neopixel.colors(NeoPixelColors.Blue))
strip.show()","","","In MakeCode, add the NeoPixel extension first. NeoPixels often need more power than the micro:bit can safely provide, so check the strip and share GND .","","","NeoPixel(pin0, 8): 8 pixels on pin 0; (255, 0, 0): Red, green, blue values; strip.show(): Send colours to the LEDs; GND: Must be shared with the strip","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/neopixel/microbit-neopixel.html"
"micro:bit","","Piezo Buzzer","Do, Sound","A piezo buzzer is a small part that makes a buzz or beep when your code turns it on.
It turns electrical energy into vibration, which makes a sound you can hear without a screen or lights.
With a micro:bit, you play tones through a pin connected to the buzzer.","Sound alert","Program needs to alert","User must hear it now","Beep the buzzer","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/piezo-buzzer/sound-alert.png","Safety warning alarm","Unsafe machine state","People must stay back","Sound the buzzer","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/piezo-buzzer/safety-warning-alarm.png","Positive: Signal side; Negative: Ground side; Sound hole: Lets sound out","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/piezo-buzzer/piezo-buzzer.png","MicroPython","import music
from microbit import *

music.pitch(440, 500, pin0)","JavaScript","pins.analogSetPitchPin(AnalogPin.P0)
music.playTone(262, music.beat(BeatFraction.Whole))","","","Set the pitch pin to P0 so tones play through the external buzzer, then use music.pitch() or music.play() for tunes.","P0 → buzzer + | buzzer − → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/piezo-buzzer/microbit-piezo-buzzer.html"
"micro:bit","","PIR Sensor","Detect, Motion","A PIR sensor tells your project when something warm moves nearby.
PIR stands for passive infrared. It detects changes in infrared energy, so it is good at noticing people moving.
With a micro:bit, you read the sensor's output on a digital pin.","Automatic hallway light","Person moving past","Someone has arrived","Turn on a light","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/pir/automatic-hallway-light.png","Security alarm","Movement in the room","Alarm should trigger","Sound a warning","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/pir/security-alarm.png","Dome: Senses movement; Pins: VCC OUT GND; Adjusters: Time and range","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/pir/pir.png","MicroPython","from microbit import *

while True:
    if pin0.read_digital():
        display.show(Image.YES)","JavaScript","basic.forever(function () {
    if (pins.digitalReadPin(DigitalPin.P0) == 1) {
        basic.showIcon(IconNames.Yes)
    }
})","","","pin0.read_digital() is 1 when movement is detected. Many PIR modules need 5V power and a short warm-up after switching on.","VCC → 3V | OUT → P0 | GND → GND","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/pir/microbit-pir.html"
"micro:bit","","Potentiometer","Detect, Level","A potentiometer is a knob that changes its resistance as you turn it.
Wired as a voltage divider, it gives the micro:bit a value that rises and falls as you turn it.
With a micro:bit, you read it on an analog pin to get a number from 0 to 1023.","Volume dial","Knob position","How loud it should be","Set the buzzer pitch","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/potentiometer/volume-dial.png","Brightness slider","Knob position","How bright it should be","Set the LED brightness","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/potentiometer/brightness-slider.png","Two ends: 3V and GND; Wiper: To analog pin; Range: 0 to 1023","","MicroPython","from microbit import *

while True:
    value = pin0.read_analog()
    display.scroll(value)","JavaScript","basic.forever(function () {
    let value = pins.analogReadPin(AnalogPin.P0)
    basic.showNumber(value)
})","","","pin0.read_analog() returns 0 at one end and 1023 at the other. Only P0, P1 and P2 can read analog values.","3V → one end | wiper → P0 | GND → other end","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/potentiometer/microbit-potentiometer.html"
"micro:bit","","micro:bit Radio","Connect, Receive","The radio lets two or more micro:bits talk to each other wirelessly.
micro:bits set to the same group number can send and receive short messages.
Your projects can build chat tools, remote controls, or multiplayer games.","Wireless hello","Button A is pressed","Time to send","Send hello to others","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/radio/wireless-hello.png","Remote light","A radio message arrives","Message says on","Light the display","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/radio/remote-light.png","Group: Channel 0–255; send(): Transmit; receive(): Listen","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","import radio
from microbit import *

radio.on()
radio.config(group=23)

while True:
    if button_a.was_pressed():
        radio.send(""hello"")
    msg = radio.receive()","JavaScript","radio.setGroup(23)
input.onButtonPressed(Button.A, function () {
    radio.sendString(""hello"")
})
radio.onReceivedString(function (receivedString) {
    basic.showString(receivedString)
})","","","All micro:bits must use the same group number to hear each other. Call radio.on() before sending or receiving.","","","radio.on(): Turn the radio on; radio.config(group=23): Same group to connect; send() / receive(): Talk wirelessly; Built in: No wiring needed","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/radio/microbit-radio.html"
"micro:bit","","RGB LED","Do, Colour","An RGB LED is three coloured lights — red, green and blue — built into one part.
By mixing how bright each colour is, your code can make almost any colour.
With a micro:bit, you connect the three colour legs to the three PWM pins and set each level.","Mood lamp","Button is pressed","Which colour to show","Mix red, green and blue","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/rgb-led/mood-lamp.png","Status light","System state","OK, warning or error","Show green, amber or red","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/rgb-led/status-light.png","Red leg: P0; Green leg: P1; Blue leg: P2; Common: 3V or GND","","MicroPython","from microbit import *

pin0.write_analog(1023)  # red
pin1.write_analog(400)   # green
pin2.write_analog(0)     # blue","JavaScript","pins.analogWritePin(AnalogPin.P0, 1023)
pins.analogWritePin(AnalogPin.P1, 400)
pins.analogWritePin(AnalogPin.P2, 0)","","","Each colour uses a PWM pin (P0, P1, P2) — that is all three of the micro:bit's analog outputs. Add a resistor on each leg; for a common-anode LED, pin0.write_analog() with 0 is brightest.","P0 → R | P1 → G | P2 → B | common → GND or 3V","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/rgb-led/microbit-rgb-led.html"
"micro:bit","","micro:bit Servo","Do, Motion","A servo motor turns to a position you choose, instead of spinning forever.
Your micro:bit sends a timed signal to the servo using one pin.
Use servos for robot arms, pointers, locks, gates, flaps, and wobbly creatures.","Robot arm","Button A is pressed","Arm should lift","Move the servo","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/servo/robot-arm.png","Dinosaur gate","A toy arrives","Dino may pass","Raise the barrier","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/servo/automatic-gate.png","Signal: One control pin; Angle: Usually 0 to 180; Power: Often external","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/servo/servo-motor.png","MicroPython","from microbit import *

pin0.set_analog_period(20)

pin0.write_analog(51)
sleep(1000)
pin0.write_analog(77)
sleep(1000)
pin0.write_analog(102)","JavaScript","pins.servoWritePin(AnalogPin.P0, 0)
basic.pause(1000)
pins.servoWritePin(AnalogPin.P0, 90)
basic.pause(1000)
pins.servoWritePin(AnalogPin.P0, 180)","","","Servos can pull more current than a micro:bit pin can provide. Use a suitable power supply for the servo and connect the servo GND to the micro:bit GND .","","","servoWritePin: MakeCode servo angle command; set_analog_period(20): 20 ms servo pulse timing; Signal wire: Connects to a pin; Shared GND: Needed with external power","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/servo/microbit-servo.html"
"micro:bit","","micro:bit Speaker","Do, Sound","The micro:bit V2 has a tiny speaker built in, so it can make sounds and play tunes with no extra parts.
Your code can play built-in melodies, single notes, or fun sound effects.
Your projects can use sound for alarms, music, games, or feedback.","Egg timer","A countdown reaches zero","The time is up","Play an alarm tune","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/speaker/egg-timer.png","Game point","The player scores","A point was won","Play a happy sound","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/speaker/game-point.png","Speaker (V2): Built-in buzzer; music: Tunes and notes; Pin 0: Headphones on V1","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","import music
from microbit import *

music.play(music.POWER_UP)
sleep(500)
music.pitch(440, 500)","JavaScript","music.playTone(262, music.beat(BeatFraction.Whole))
music.startMelody(music.builtInMelody(Melodies.PowerUp), MelodyOptions.Once)","","","The built-in speaker is on the micro:bit V2. On a V1, connect a buzzer or headphones to pin0 and GND .","","","import music: Sounds and tunes; music.play(music.POWER_UP): Play a built-in melody; music.pitch(440, 500): A note for a number of ms; Speaker: Built in on V2, pin 0 on V1","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/speaker/microbit-speaker.html"
"micro:bit","","micro:bit SPI","Connect, Fast Data","SPI is a fast way for your micro:bit to send data to modules.
It uses a clock wire, data wires, and usually a chip select pin.
Use SPI with displays, memory modules, LED drivers, and other speedy parts.","Tiny game screen","Player moves","New game picture","Send screen data","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/spi/tiny-screen.png","Snack scoreboard","Toy animal arrives","Snack score changes","Refresh the display","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/spi/snack-scoreboard.png","SCK: Clock wire; MOSI/MISO: Data wires; CS: Choose device","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/spi/spi-module.png","MicroPython","from microbit import *

spi.init(baudrate=1000000)

pin0.write_digital(0)
spi.write(b'\x00')
pin0.write_digital(1)","JavaScript","pins.spiPins(DigitalPin.P15, DigitalPin.P14, DigitalPin.P13)

pins.digitalWritePin(DigitalPin.P0, 0)
pins.spiWrite(0)
pins.digitalWritePin(DigitalPin.P0, 1)","","","SPI modules often need their own setup rules. Match the module's pins, speed, and chip select wiring before sending data.","","","spi.init(): Set up SPI in MicroPython; spi.write(): Send bytes to a module; SCK / MOSI / MISO: Clock and data wires; CS: Chip select pin","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/spi/microbit-spi.html"
"micro:bit","","Stepper Motor","Do, Motion","A stepper motor moves in small exact steps instead of spinning freely.
This lets your project turn something to a precise position, like a dial or a pointer.
With a micro:bit, you drive it through a small driver board such as a ULN2003.","Pointer dial","A new value","Where the pointer goes","Step the motor there","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/stepper/pointer-dial.png","Tiny lift","Button press","Which floor","Step the lift up or down","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/stepper/tiny-lift.png","Coils: Four windings; Driver: ULN2003 board; Steps: Exact moves; Power: Motor supply","","MicroPython","from microbit import *

coils = [pin0, pin1, pin2, pin8]
seq = [(1, 0, 0, 0), (0, 1, 0, 0), (0, 0, 1, 0), (0, 0, 0, 1)]

while True:
    for step in seq:
        for i in range(4):
            coils[i].write_digital(step[i])
        sleep(3)","JavaScript","let coils = [DigitalPin.P0, DigitalPin.P1, DigitalPin.P2, DigitalPin.P8]
let seq = [[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]
basic.forever(function () {
    for (let s = 0; s < 4; s++) {
        for (let i = 0; i < 4; i++) {
            pins.digitalWritePin(coils[i], seq[s][i])
        }
        basic.pause(3)
    }
})","","","Step through the four coils in order to turn the motor. A ULN2003 driver board and its own power supply do the heavy lifting.","P0–P2, P8 → ULN2003 IN1–IN4 | driver → motor | battery → driver power","","","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/stepper/microbit-stepper.html"
"micro:bit","","micro:bit Temperature","Detect, Level","The micro:bit can measure temperature in degrees Celsius using a sensor on its main chip.
It reads the temperature of the board, which is usually close to the room temperature.
Your projects can react to warm or cold, log readings, or warn about heat.","Too hot warning","The temperature","It is above 30°C","Show a warning face","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/temperature/too-hot-warning.png","Weather logger","Temperature each minute","Time to record","Save the reading","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/temperature/weather-logger.png","°C: Degrees Celsius; On the chip: Senses board heat; No extra parts: Built in","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-front.jpg | https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/microbit-back.jpg","MicroPython","from microbit import *

while True:
    temp = temperature()
    display.scroll(temp)","JavaScript","basic.forever(function () {
    let temp = input.temperature()
    basic.showNumber(temp)
})","","","temperature() returns the chip temperature in °C. It can read a little high because it senses the board, not the air.","","","temperature(): Degrees Celsius; On the chip: Reads the board's heat; Reads a bit high: Board is warmer than air; Built in: No wiring needed","https://github.com/raspberrypilearning/skills-bricks/blob/master/microbit/temperature/microbit-temperature.html"
